# inform.,imp.,volt
1485	0	28	
1486	0	1	
1487	0	1	
1488	0	1	
1489	0	1	
1490	0	1	
1491	0	1	
1492	0	114	
1493	0	1	
1494	0	1	
1495	0	1	
1496	0	1	
1497	0	1	
1498	0	1	
1499	0	1	
1500	0	1	
1501	0	1	
1502	0	43	
1503	0	1	
1504	0	1	
1505	0	14	
1506	0	1	
1507	0	1	
1508	0	1	
1509	0	1	
1510	0	239	
1511	0	1	
1512	0	1029	
1513	0	1	
1514	0	1	
1515	0	661	
1516	0	1	
1517	0	109	
1518	0	1	
1519	0	1	
1520	0	1	
1521	0	179	
1522	0	1	
1523	0	224	
1524	0	1330	
1525	0	36	
1526	0	2154	
1527	0	1	
1528	0	1	
1529	0	1	
1530	0	1	
1531	0	1	
1532	1	507	szerződik volt. ||
1533	0	1	
1534	0	1	
1535	0	1	
1536	0	1	
1537	0	1	
1538	0	1741	
1539	0	1	
1540	0	1	
1541	0	1011	
1542	1	1956	kér volt
1543	0	578	
1544	0	193	
1545	0	880	
1546	0	713	
1547	0	704	
1548	0	3344	
1549	2	2057	mond wolth,bezelik volth ||
1550	0	3725	
1551	0	2977	
1552	0	2680	
1553	1	1082	bíztatja volt; ||
1554	0	2079	
1555	0	1215	
1556	0	2683	
1557	1	2797	magyarázhat volt, ||
1558	1	6358	kérdez volt
1559	2	7806	idejé volt. ||,akaryak wolt
1560	3	4899	esmerőm volt ||,mondják volt,mondja volt: ||
1561	0	2612	
1562	0	1729	
1563	0	1630	
1564	0	73	
1565	0	1815	
1566	0	1	
1567	0	1606	
1568	0	10367	
1569	0	7726	
1570	1	2722	alajẅ volt ||
1571	0	837	
1572	0	667	
1573	0	943	
1574	0	1	
1575	0	241	
1576	0	1	
1577	0	188	
1578	0	1	
1579	0	651	
1580	0	1360	
1581	0	1	
1582	0	1	
1583	0	171	
1584	0	453	
1585	0	1	
1586	2	1359	egetnek volt,,tagadiak volt ||
1587	0	67	
1588	0	999	
1589	0	8634	
1590	1	6882	talal wolt
1591	2	5367	ker volt,iltemben wolt@
1592	1	3249	viszi volt
1593	1	2750	jü uolt, ||
1594	0	6791	
1595	0	1269	
1596	0	825	
1597	0	643	
1598	0	1	
1599	0	1	
1600	0	1893	
1601	0	1	
1602	0	1	
1603	0	1	
1604	0	1267	
1605	0	422	
1606	0	48	
1607	0	619	
1608	0	67	
1609	0	1	
1610	0	1	
1611	0	1	
1612	0	1	
1613	0	1	
1614	0	1	
1615	0	1	
1616	0	1	
1617	0	397	
1618	0	100	
1619	0	643	
1620	0	72	
1621	0	515	
1622	0	327	
1623	0	1	
1624	0	1	
1625	0	336	
1626	0	83	
1627	0	946	
1628	0	222	
1629	0	711	
1630	0	2122	
1631	0	4414	
1632	0	4275	
1633	0	10005	
1634	0	2417	
1635	0	1169	
1636	0	2829	
1637	0	2564	
1638	0	3368	
1639	0	2458	
1640	0	5366	
1641	0	1714	
1642	0	169	
1643	0	521	
1644	0	1	
1645	0	677	
1646	0	821	
1647	1	4540	mulatom volt
1648	0	9276	
1649	0	3012	
1650	0	3341	
1651	0	2636	
1652	0	2585	
1653	0	5080	
1654	0	4810	
1655	0	2444	
1656	0	845	
1657	0	866	
1658	0	129	
1659	0	325	
1660	0	1765	
1661	0	137	
1662	0	1	
1663	0	1	
1664	0	1265	
1665	0	3409	
1666	0	669	
1667	0	148	
1668	0	1	
1669	0	1	
1670	0	343	
1671	0	330	
1672	0	1	
1673	0	1	
1674	0	1	
1675	0	1	
1676	0	625	
1677	0	1858	
1678	0	1	
1679	0	1530	
1680	0	1	
1681	0	1	
1682	0	1	
1683	0	1	
1684	0	1	
1685	0	195	
1686	0	1	
1687	0	1	
1688	0	809	
1689	0	1	
1690	0	910	
1691	0	2255	
1692	0	5612	
1693	0	378	
1694	0	1	
1695	0	1	
1696	0	356	
1697	0	56	
1698	0	3352	
1699	0	2584	
1700	0	2455	
1701	0	1408	
1702	0	2646	
1703	0	6184	
1704	0	11281	
1705	0	29831	
1706	0	41722	
1707	0	5314	
1708	0	22250	
1709	0	17135	
1710	0	27871	
1711	0	13937	
1712	0	26584	
1713	0	6713	
1714	0	20343	
1715	0	20443	
1716	0	35827	
1717	0	24869	
1718	0	12570	
1719	0	17665	
1720	0	14142	
1721	0	20873	
1722	0	28964	
1723	0	28036	
1724	0	9229	
1725	0	3915	
1726	0	5819	
1727	0	6744	
1728	0	6138	
1729	0	13986	
1730	0	15171	
1731	0	7994	
1732	0	15853	
1733	0	13752	
1734	0	14553	
1735	0	2718	
1736	0	8003	
1737	0	13244	
1738	0	3357	
1739	0	9461	
1740	0	25279	
1741	0	26794	
1742	0	28463	
1743	0	14707	
1744	0	13455	
1745	0	27310	
1746	0	11457	
1747	0	7331	
1748	0	13659	
1749	0	5121	
1750	0	21235	
1751	0	27239	
1752	0	2691	
1753	0	7388	
1754	0	21280	
1755	0	26798	
1756	0	28010	
1757	0	5414	
1758	0	5634	
1759	0	9170	
1760	0	3484	
1761	0	6614	
1762	0	1644	
1763	0	97	
1764	0	2684	
1765	0	1	
1766	0	633	
1767	0	6166	
1768	0	1	
1769	0	70	
1770	0	1	
1771	1	2001	takaródzója vólt
